full_text,token_count,text_clean,label
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/QZbjxuF2nK,293,,negatif
😪☹️😪☹️😪☹️😪☹️🥺☹️😪🙂‍↕️☹️😪☹️😪☹️😪☹️😪☹️🥺☹️😪🙂‍↕️☹️😪☹️😪☹️😪☹️😪☹️🥺☹️😪🙂‍↕️☹️😪☹️😪☹️😪☹️😪☹️🥺☹️😪🙂‍↕️☹️🤏🏻 https://t.co/0GVTNRAZt3,171,,negatif
sᴇɪɢɴᴇᴜʀ ᴅᴏɴɴᴇ ʟ'ᴀʀɢᴇɴᴛ ᴀᴜ ɢᴇɴs sɪɴᴏɴ ʟᴇs ᴘʀᴏᴠᴇʀʙᴇs ᴠᴏɴᴛ  ɴᴏᴜs ᴅéɢᴏûᴛᴇʀ.🤲🏾😮‍💨 https://t.co/dN37wzBSmW,167,s s s s s s,netral
🕵️‍♂️🕵️‍♂️🕵️‍♂️🕵️‍♂️🕵️‍♂️🕵️‍♂️🕵️‍♂️ https://t.co/G4wWsqvF8g,76,,netral
"┊         ┊       ┊   ┊    ┊        ┊
┊         ┊       ┊   ┊   ˚★⋆｡˚  ⋆
┊         ┊       ┊   ⋆
┊         ┊       ★⋆
┊ ◦
★⋆      ┊ .  ˚
           ˚★ https://t.co/z2VJERW5zp",105,,netral
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/IWchEsI7zK,292,,negatif
"・❥・ Testimoney gestun BIG NOM September 2025  ༊*·˚
alhamdulillah masuk
    
° spaylater BIG NOM 25,7JT         
° spaylater BIG NOM 16,1JT         
° kr3div0 BIG NOM 11JT 
° gopaylater BIG NOM 9,4JT 
💗 https://t.co/E88NZl5PyO",94,testimoney gestun big nom september 2025 alhamdulillah masuk spaylater big nom 25 7jt spaylater big nom 16 1jt kr3div0 big nom 11jt gopaylater big nom 9 4jt,positif
"คริสต์มาส สโร สวยมาก🫶🏻🩵🌷🥰

🎄♥️🎅🏻*♡̷.

　　　 　    🌟
                 *+❄*
　　　    * *🎁* *
　　 　 *❄*☆+*
　　　*🎅🏻*:🎀:*⭐️       *𝕄𝕖𝕣𝕣𝕪 ℂ𝕙𝕣𝕚𝕤𝕥𝕞𝕒𝕤*
         ***☆**+｡❄**
　　* * *:❄*♥️｡* * *
　 * * *🔔*｡+*❄｡* * *

#srchafreen https://t.co/XDtErCgcWr",210,merry christmas srchafreen,positif
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/RVBL6qfNSN,62,,negatif
"As things stand now regarding the relationship with @X @premium, I inform you that @Sprinter99800 will be shut down - deactivated after 26.02.2024, due to complete censorship, shadowbanned, total demonetization, total reduced reach, total reduction of views and denial of freedom https://t.co/iG60rnVRTU",73,as things stand now regarding the relationship with mention mention i inform you that mention will be shut down - deactivated after 26 02 2024 due to complete censorship shadowbanned total demonetization total reduced reach total reduction of views and denial of freedom,negatif
"SKYLAR SKYLAR SKYLAR SKYLAR 
I LOVE SKYLAR🗣️🗣️🗣️🗣️‼️‼️‼️🔥🔥🔥🔥🔥💀💀💀🙏🏻🙏🏻🔥🔥‼️‼️ https://t.co/Td4M2hXzGv",102,skylar skylar skylar skylar i love skylar,positif
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/5ubN9glnPX,136,,negatif
"︵︵⊹︵︵ ⊹ ୨ 🐍️ ୧ ⊹ ︵︵ ⊹︵︵

あけましておめでとうございます✨
2025年もXP!Aをよろしくお願いします☪

︶︶⊹︶︶ ⊹ ୨ 🐍️ ୧ ⊹ ︶︶ ⊹︶︶ https://t.co/7TKfLharxJ",122,2025 xp a,positif
"ขั้นตอนการจ่ายเงินผ่าน Spaylater
#BOBisCOMING #HappyBUSDAY2025 

1.สั่งซื้อผ่านแอพKetchup
💖กด ชำระเงิน
2.เลือกชำระเงินโดยสแกนQR
💖กด สร้างQR
3.กด บันทึกQR
4.เปิดแอพShopee ไปที่ShopeePay
💖กด สแกนจ่าย
5.เลือกรูปQRที่เซฟมาจะขึ้นให้ตรวจสอบบิล
💖กด ต่อไป
6.ช่องทางการชำระเงิน https://t.co/CGJujOLwJV",228,spaylater bobiscoming happybusday2025 1 ketchup 2 qr qr 3 qr 4 shopee shopeepay 5 qr 6,netral
AAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH https://t.co/rTJGQzt7yN,146,aahh,netral
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK https://t.co/BUaWhrPEym,67,kk,netral
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 my kitty😭😭 https://t.co/Ez2Y224Jc6,258,my kitty,negatif
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA https://t.co/UWcN6wjLGg,28,aa,netral
"🦊#FoxiMax #1210 5/8
https://t.co/OUl6ELlsqL

🟩🟩🟩🟩🟩
🟩⬜🟩🟩🟩
🟩⬜⬜🟩🟩
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩",107,foximax 1210 5 8,netral
"ตามหาร้านสักที่สามารถสักคลิปลงบนลูกกะตาเราได้ ผ่อนจ่ายด้วยระบบSPayLater
 https://t.co/d6lyGyLx3P",74,spaylater,netral
BunnyBunnyBunnyBunnyBunny BunnyBunnyBunnyBunnyBunny BunnyBunnyBunnyBunnyBunny BunnyBunnyBunnyBunnyBunny https://t.co/EhBgCKjOml,48,bunnybunnybunnybunnybunny bunnybunnybunnybunnybunny bunnybunnybunnybunnybunny bunnybunnybunnybunnybunny,netral
"╭━━━━━━━━━━━━━╮

　  🍓𝗛𝗔𝗣𝗣𝗬 𝗡𝗘𝗪 𝗬𝗘𝗔𝗥!!🍓

╰━ｖ━━━━━━━━━━━╯

2025年もすとぷりを
　よろしくお願いいたします！✨ https://t.co/5LFA3N4cHW",111,happy new year v 2025,positif
"⊹₊ ︵︵︵﹒ㅤ﹒︵︵︵ ₊˚⊹

⋆⸜ 🤍 𝕙𝕒𝕡𝕡𝕪 𝕟𝕖𝕨 𝕪𝕖𝕒𝕣 🤍 ⸝⋆

⊹₊ ︶︶︶﹒ㅤ﹒ ︶︶︶ ₊˚⊹

thank you for everything this year! 2025 will be a new adventure for us!! lets do it together, okay strawbabies? 🎇 https://t.co/5AwkF3HzSt",169,happy new year thank you for everything this year 2025 will be a new adventure for us lets do it together okay strawbabies,positif
"👉🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👈🏿

👉🏿👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👈🏿

👉🏿👉🏾👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👈🏾👈🏿

👉🏿👉🏾👉🏽👇🏼👇🏼👇🏼👇🏼👇🏼👈🏽👈🏾👈🏿

👉🏿👉🏾👉🏽👉🏼👇🏻👇🏻👇🏻👈🏼👈🏽👈🏾👈🏿

👉🏿👉🏾👉🏽👉🏼👉🏻 🦉 👈🏻👈🏼👈🏽👈🏾👈🏿

👉🏿👉🏾👉🏽👉🏼👆🏻👆🏻👆🏻👈🏼👈🏽👈🏾👈🏿

👉🏿👉🏾👉🏽👆🏼👆🏼👆🏼👆🏼👆🏼👈🏽👈🏾👈🏿

👉🏿👉🏾👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👈🏾👈🏿

👉🏿👆🏾👆🏾👆🏾👆🏾👆🏾👆🏾👆🏾👆🏾👆🏾👈🏿

👉🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👈🏿",732,,netral
"xᴏᴢxʟꜱ. ʙɪʀᴛʜᴅᴀʏ ɢᴏᴏᴅꜱ 2025 

ᴘʀᴇ-ᴏʀᴅᴇʀ 14 ธันวาคม 2025 - 31 มกราคม 2026 

สั่งซื้อได้ที่ ▷ https://t.co/tf3GqKtoi0

#xouvenir https://t.co/tMyWugtwfg",143,x x 2025 - 14 2025 - 31 2026 xouvenir,netral
"ไม่เคยเข้าใจ คนที่กล้าบิดกัน  Spaylater เป็นระบบสินเชื่อแบบถูกกฎหมาย ยอมปล่อยให้กู้ง่ายๆ แทบไม่ตรวจสอบอะไร ไม่ต้องยื่นสลิปเงินเดือน ไม่ต้องมีเงินเดือนขั้นต่ำ15,000 ใช้เรื่อยๆจ่ายตรงได้วงเงินเพิ่มตลอด ช่วยให้คนทำงาน Freelance ได้ผ่อนของได้ ผ่อนอะไรก็ได้ โคตรดี 10/10",227,spaylater 15 00 freelance 10 10,positif
"🚀 New Listing 🚀 #XTListing @spinnercoin

📢 #XT will list $SPN (SpinnerCoin) in the Innovation Zone (TON Eco).

✅ Deposit: 12:00 on November 29, 2024 (UTC)
✅ Trading: 12:00 on November 30, 2024 (UTC)
✅ Withdrawal: 12:00 on December 01, 2024 (UTC)

Details ⤵️ https://t.co/RuEaSJ8LCp",112,new listing xtlisting mention xt will list spn spinnercoin in the innovation zone ton eco deposit 12 00 on november 29 2024 utc trading 12 00 on november 30 2024 utc withdrawal 12 00 on december 01 2024 utc details,positif
"┏━━┓┏━━┓┏━━┓┏━━┓
┗━┓┃┃┏┓┃┗━┓┃┃┏━┛
┏━┛┃┃┃┃┃┏━┛┃┃┗━┓
The year when #Stellar shines bright  
┃┏━┛┃┃┃┃┃┏━┛┗━┓┃
┃┗━┓┃┗┛┃┃┗━┓┏━┛┃
┗━━┛┗━━┛┗━━┛┗━━┛",170,the year when stellar shines bright,netral
"🌸TRANSAKSI 29 November 2025🌸

Spaylater via scan qris 350k
Spaylater via scan qris 300k

#testigestundaisy https://t.co/PeV3TzUGwY",57,transaksi 29 november 2025 spaylater via scan qris 350k spaylater via scan qris 300k testigestundaisy,positif
"S͙n͙o͙w͙ A͙n͙g͙e͙l͙
͙
͙T͙Y͙F͙T͙T͙

@___SPAZ___ 

C͎o͎m͎e͎ f͎o͎l͎l͎o͎w͎ t͎h͎e͎ b͎e͎s͎t͎
͎@___SPAZ___ 
͎T͎h͎a͎n͎k͎ y͎o͎u͎ f͎o͎r͎ i͎n͎c͎l͎u͎d͎i͎n͎g͎ m͎e͎ w͎i͎t͎h͎ g͎r͎e͎a͎t͎ P͎a͎t͎r͎i͎o͎t͎s͎!͎!͎ https://t.co/QiuoW5SjAo",252,s n o w a n g e l t y f t t mention c o m e f o l l o w t h e b e s t mention t h a n k y o u f o r i n c l u d i n g m e w i t h g r e a t p a t r i o t s,positif
THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPANIARD THE SPA,86,the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spaniard the spa,netral
"⠀ ⠀             ✨⭐️✨⭐️
                  ⭐️✨⭐️✨⭐️
               Λ✨⭐️✨⭐️✨
              ( ˘ ᵕ ˘✨⭐️✨
              ヽ  つ＼     ／
                 UU   / 🎀\

ʜᴀᴘᴘʏ ɴᴇᴡ ʏᴇᴀʀ 𝟤𝟢𝟤𝟧

ʕ”̮ॽु⋆⁺₊⋆ ♡̷̷̷ 
ᴄᴍꜱ : ᴋᴜʀᴏɴᴇᴋᴏᴍᴀ https://t.co/AR7OrRDByR",207,uu 2025,positif
@stayalivejksg JAJAJAJAJAJAJAJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAA https://t.co/zO28nCUDfZ,134,mention jajajajajajajajajajajajaajajajajajajajajajajajajaajajajajajajajajajajajajaajajajajajajajajajajajajaajajajajajajajajajajajajaajajajajajajajajajajajajaajajajajajajajajajajajajaajajajajajajajajajajajajaajajajajajajajajajajajajaa,netral
รับสตอเบอรี่ 7847434 แก้ว จ่ายผ่าน spaylater ผ่อน 0% 12 เดือน https://t.co/5ExOzR9ZpX,57,7847434 spaylater 0 12,positif
"พน.กดบัตรรอบมบช.แล้ว ใครแพลนจะผ่อน Spaylater ลองดูตามนี้ได้นะคะ
*อย่าลืมใช้โค้ด+เอาประกันบัตรออก

ทั้งนี้ไม่ใช่ทุกคนที่มีวงเงินจะสามารถผ่อนได้

ผ่อนครั้งแรก dm @kimdefqs สอบถามวิธีเช็คบัญชีของตัวเองว่าเข้าเงื่อนไขที่ผ่อนได้มั้ยได้นะคะ
#PULSE_ON_IN_BANGKOK
 https://t.co/tvorRUx5PY",231,spaylater dm mention pulse on in bangkok,positif
"/ss wts dwaekki karma, yuk mumpung event 25 bisa spaylater juga
https://t.co/5b9JoSElgC",35,ss wts dwaekki karma yuk mumpung event 25 spaylater,positif
อย่าให้รู้นะว่าอังเคิลฮุนผ่อน spaylater 12 เดือน,37,spaylater 12,negatif
"#Mutakhir Tawaran eksklusif hujung tahun menanti pengguna baru SPayLater
https://t.co/VVvRWF5qLy",35,mutakhir tawar eksklusif hujung tahun nanti guna baru spaylater,positif
&amp;#00;&amp;#02;&amp;#08;&amp;#02;&amp;#94;&amp;#07;&amp;#93;&amp;#09;&amp;#09;&amp;#06;,50,amp 00 amp 02 amp 08 amp 02 amp 94 amp 07 amp 93 amp 09 amp 09 amp 06,netral
"🎄 Christmas &amp; New Year Hours 🎄
Spaldings wishes you a Merry Christmas &amp; Happy New Year!
✅ Last date of Order for pre- Christmas despatch: Fri 19 Dec
🚫 Closed: 24 Dec – 4 Jan
📦 Orders after 19 Dec ship on 5 Jan
Thank you for your support in 2025—here’s to an amazing 2026! https://t.co/Utvj4QaqNH",104,christmas amp new year hours spaldings wishes you a merry christmas amp happy new year last date of order for pre- christmas despatch fri 19 dec closed 24 dec 4 jan orders after 19 dec ship on 5 jan thank you for your support in 2025 here s to an amazing 2026,positif
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/HkFsGapOa1,67,,negatif
"เพราะความคิดถึง…🤭🥳
แวะมาหา…พี่ฟรีนกันหน่อย🥰🫶🏻🌷🥰
🎉𝓗𝓪𝓹𝓹𝔂 𝓝𝓮𝔀 𝓨𝓮𝓪𝓻2024🎉

#srchafreen https://t.co/O2B5kT8hMl",126,happy new year2024 srchafreen,positif
